ds,y,is_weekend,is_saturday,is_sunday
2022-03-18,8832,0,0,0
2022-03-19,5677,1,1,0
2022-03-20,2746,1,0,1
2022-03-21,8541,0,0,0
2022-03-22,10971,0,0,0
2022-03-23,10874,0,0,0
2022-03-24,8841,0,0,0
2022-03-25,10100,0,0,0
2022-03-26,6582,1,1,0
2022-03-27,3319,1,0,1
2022-03-28,10439,0,0,0
2022-03-29,13498,0,0,0
2022-03-30,12636,0,0,0
2022-03-31,11294,0,0,0
2022-04-01,10124,0,0,0
2022-04-02,6756,1,1,0
2022-04-03,3275,1,0,1
2022-04-04,9186,0,0,0
2022-04-05,12782,0,0,0
2022-04-06,11763,0,0,0
2022-04-07,11386,0,0,0
2022-04-08,10486,0,0,0
2022-04-09,6766,1,1,0
2022-04-10,3398,1,0,1
2022-04-11,8459,0,0,0
2022-04-12,13415,0,0,0
2022-04-13,11392,0,0,0
2022-04-14,8151,0,0,0
2022-04-15,6354,0,0,0
2022-04-16,3,1,1,0
2022-04-17,1,1,0,1
2022-04-18,3589,0,0,0
2022-04-19,12887,0,0,0
2022-04-20,13541,0,0,0
2022-04-21,11735,0,0,0
2022-04-22,9422,0,0,0
2022-04-23,6287,1,1,0
2022-04-24,3617,1,0,1
2022-04-25,10047,0,0,0
2022-04-26,13393,0,0,0
2022-04-27,12308,0,0,0
2022-04-28,12194,0,0,0
2022-04-29,10722,0,0,0
2022-04-30,7956,1,1,0
2022-05-01,3946,1,0,1
2022-05-02,8898,0,0,0
2022-05-03,11558,0,0,0
2022-05-04,12863,0,0,0
2022-05-05,12295,0,0,0
2022-05-06,10947,0,0,0
2022-05-07,7169,1,1,0
2022-05-08,3836,1,0,1
2022-05-09,9532,0,0,0
2022-05-10,11913,0,0,0
2022-05-11,11719,0,0,0
2022-05-12,11058,0,0,0
2022-05-13,9736,0,0,0
2022-05-14,6609,1,1,0
2022-05-15,3044,1,0,1
2022-05-16,9432,0,0,0
2022-05-17,12944,0,0,0
2022-05-18,11310,0,0,0
2022-05-19,11135,0,0,0
2022-05-20,9804,0,0,0
2022-05-21,6333,1,1,0
2022-05-22,3189,1,0,1
2022-05-23,9482,0,0,0
2022-05-24,12603,0,0,0
2022-05-25,11424,0,0,0
2022-05-26,6878,0,0,0
2022-05-27,9865,0,0,0
2022-05-28,7871,1,1,0
2022-05-29,3752,1,0,1
2022-05-30,11402,0,0,0
2022-05-31,14000,0,0,0
2022-06-01,12347,0,0,0
2022-06-02,11545,0,0,0
2022-06-03,11567,0,0,0
2022-06-04,7443,1,1,0
2022-06-05,4107,1,0,1
2022-06-06,4992,0,0,0
2022-06-07,10428,0,0,0
2022-06-08,13652,0,0,0
2022-06-09,13816,0,0,0
2022-06-10,12037,0,0,0
2022-06-11,7700,1,1,0
2022-06-12,4171,1,0,1
2022-06-13,9651,0,0,0
2022-06-14,13560,0,0,0
2022-06-15,11841,0,0,0
2022-06-16,11634,0,0,0
2022-06-17,11346,0,0,0
2022-06-18,5353,1,1,0
2022-06-19,3661,1,0,1
2022-06-20,12236,0,0,0
2022-06-21,13607,0,0,0
2022-06-22,13558,0,0,0
2022-06-23,11127,0,0,0
2022-06-24,3,0,0,0
2022-06-25,1,1,1,0
2022-06-26,7618,1,0,1
2022-06-27,10951,0,0,0
2022-06-28,14344,0,0,0
2022-06-29,15561,0,0,0
2022-06-30,13532,0,0,0
2022-07-01,12179,0,0,0
2022-07-02,5604,1,1,0
2022-07-03,3683,1,0,1
2022-07-04,8865,0,0,0
2022-07-05,11824,0,0,0
2022-07-06,10510,0,0,0
2022-07-07,10674,0,0,0
2022-07-08,9918,0,0,0
2022-07-09,6804,1,1,0
2022-07-10,3637,1,0,1
2022-07-11,8919,0,0,0
2022-07-12,11091,0,0,0
2022-07-13,10128,0,0,0
2022-07-14,8397,0,0,0
2022-07-15,8535,0,0,0
2022-07-16,5172,1,1,0
2022-07-17,2738,1,0,1
2022-07-18,6977,0,0,0
2022-07-19,9676,0,0,0
2022-07-20,8899,0,0,0
2022-07-21,7192,0,0,0
2022-07-22,7323,0,0,0
2022-07-23,4086,1,1,0
2022-07-24,2637,1,0,1
2022-07-25,6568,0,0,0
2022-07-26,10158,0,0,0
2022-07-27,9868,0,0,0
2022-07-28,8737,0,0,0
2022-07-29,8539,0,0,0
2022-07-30,5537,1,1,0
2022-07-31,2879,1,0,1
2022-08-01,7470,0,0,0
2022-08-02,10033,0,0,0
2022-08-03,10135,0,0,0
2022-08-04,9031,0,0,0
2022-08-05,8890,0,0,0
2022-08-06,5887,1,1,0
2022-08-07,3213,1,0,1
2022-08-08,7451,0,0,0
2022-08-09,11020,0,0,0
2022-08-10,10735,0,0,0
2022-08-11,10465,0,0,0
2022-08-12,10010,0,0,0
2022-08-13,5303,1,1,0
2022-08-14,2953,1,0,1
2022-08-15,9244,0,0,0
2022-08-16,12929,0,0,0
2022-08-17,11347,0,0,0
2022-08-18,9931,0,0,0
2022-08-19,8908,0,0,0
2022-08-20,5103,1,1,0
2022-08-21,2788,1,0,1
2022-08-22,8566,0,0,0
2022-08-23,12329,0,0,0
2022-08-24,12432,0,0,0
2022-08-25,10872,0,0,0
2022-08-26,11630,0,0,0
2022-08-27,5396,1,1,0
2022-08-28,3982,1,0,1
2022-08-29,10499,0,0,0
2022-08-30,13374,0,0,0
2022-08-31,14174,0,0,0
2022-09-01,13208,0,0,0
2022-09-02,11741,0,0,0
2022-09-03,6299,1,1,0
2022-09-04,3966,1,0,1
2022-09-05,10304,0,0,0
2022-09-06,12922,0,0,0
2022-09-07,12214,0,0,0
2022-09-08,12072,0,0,0
2022-09-09,11087,0,0,0
2022-09-10,6654,1,1,0
2022-09-11,2990,1,0,1
2022-09-12,9818,0,0,0
2022-09-13,13985,0,0,0
2022-09-14,11791,0,0,0
2022-09-15,11165,0,0,0
2022-09-16,10591,0,0,0
2022-09-17,6094,1,1,0
2022-09-18,3431,1,0,1
2022-09-19,9741,0,0,0
2022-09-20,13572,0,0,0
2022-09-21,12239,0,0,0
2022-09-22,9947,0,0,0
2022-09-23,9842,0,0,0
2022-09-24,6571,1,1,0
2022-09-25,3356,1,0,1
2022-09-26,10005,0,0,0
2022-09-27,13178,0,0,0
2022-09-28,13594,0,0,0
2022-09-29,13012,0,0,0
2022-09-30,11404,0,0,0
2022-10-01,7113,1,1,0
2022-10-02,3288,1,0,1
2022-10-03,10449,0,0,0
2022-10-04,13339,0,0,0
2022-10-05,13149,0,0,0
2022-10-06,11975,0,0,0
2022-10-07,11488,0,0,0
2022-10-08,7178,1,1,0
2022-10-09,3572,1,0,1
2022-10-10,11126,0,0,0
2022-10-11,13896,0,0,0
2022-10-12,12917,0,0,0
2022-10-13,12352,0,0,0
2022-10-14,10975,0,0,0
2022-10-15,23083,1,1,0
2022-10-16,3381,1,0,1
2022-10-17,10427,0,0,0
2022-10-18,14191,0,0,0
2022-10-19,11224,0,0,0
2022-10-20,11548,0,0,0
2022-10-21,10133,0,0,0
2022-10-22,6178,1,1,0
2022-10-23,2957,1,0,1
2022-10-24,10095,0,0,0
2022-10-25,14652,0,0,0
2022-10-26,13477,0,0,0
2022-10-27,13823,0,0,0
2022-10-28,12965,0,0,0
2022-10-29,7636,1,1,0
2022-10-30,3697,1,0,1
2022-10-31,10399,0,0,0
2022-11-01,15171,0,0,0
2022-11-02,13691,0,0,0
2022-11-03,12876,0,0,0
2022-11-04,10730,0,0,0
2022-11-05,4686,1,1,0
2022-11-06,2837,1,0,1
2022-11-07,11278,0,0,0
2022-11-08,15302,0,0,0
2022-11-09,13308,0,0,0
2022-11-10,12775,0,0,0
2022-11-11,12217,0,0,0
2022-11-12,7270,1,1,0
2022-11-13,4002,1,0,1
2022-11-14,11790,0,0,0
2022-11-15,13845,0,0,0
2022-11-16,13645,0,0,0
2022-11-17,11744,0,0,0
2022-11-18,10613,0,0,0
2022-11-19,6341,1,1,0
2022-11-20,3692,1,0,1
2022-11-21,9643,0,0,0
2022-11-22,15333,0,0,0
2022-11-23,15759,0,0,0
2022-11-24,15411,0,0,0
2022-11-25,16924,0,0,0
2022-11-26,15208,1,1,0
2022-11-27,13622,1,0,1
2022-11-28,15663,0,0,0
2022-11-29,16442,0,0,0
2022-11-30,18840,0,0,0
2022-12-01,18118,0,0,0
2022-12-02,17995,0,0,0
2022-12-03,14440,1,1,0
2022-12-04,10471,1,0,1
2022-12-05,12863,0,0,0
2022-12-06,15655,0,0,0
2022-12-07,15783,0,0,0
2022-12-08,16205,0,0,0
2022-12-09,15253,0,0,0
2022-12-10,12717,1,1,0
2022-12-11,7250,1,0,1
2022-12-12,13199,0,0,0
2022-12-13,17113,0,0,0
2022-12-14,16401,0,0,0
2022-12-15,17093,0,0,0
2022-12-16,16661,0,0,0
2022-12-17,12226,1,1,0
2022-12-18,6756,1,0,1
2022-12-19,13178,0,0,0
2022-12-20,18044,0,0,0
2022-12-21,19189,0,0,0
2022-12-22,14677,0,0,0
2022-12-23,12132,0,0,0
2022-12-24,0,1,1,0
2022-12-25,0,1,0,1
2022-12-26,6583,0,0,0
2022-12-27,10479,0,0,0
2022-12-28,15645,0,0,0
2022-12-29,16207,0,0,0
2022-12-30,15134,0,0,0
2022-12-31,2,1,1,0
2023-01-01,0,1,0,1
2023-01-02,1404,0,0,0
2023-01-03,10933,0,0,0
2023-01-04,11861,0,0,0
2023-01-05,13129,0,0,0
2023-01-06,8339,0,0,0
2023-01-07,6016,1,1,0
2023-01-08,3249,1,0,1
2023-01-09,9943,0,0,0
2023-01-10,15764,0,0,0
2023-01-11,15016,0,0,0
2023-01-12,12871,0,0,0
2023-01-13,11764,0,0,0
2023-01-14,7380,1,1,0
2023-01-15,2961,1,0,1
2023-01-16,8354,0,0,0
2023-01-17,14586,0,0,0
2023-01-18,11774,0,0,0
2023-01-19,12404,0,0,0
2023-01-20,10758,0,0,0
2023-01-21,7233,1,1,0
2023-01-22,3267,1,0,1
2023-01-23,7421,0,0,0
2023-01-24,13865,0,0,0
2023-01-25,13026,0,0,0
2023-01-26,12099,0,0,0
2023-01-27,12935,0,0,0
2023-01-28,8937,1,1,0
2023-01-29,3921,1,0,1
2023-01-30,9683,0,0,0
2023-01-31,14871,0,0,0
2023-02-01,14673,0,0,0
2023-02-02,12784,0,0,0
2023-02-03,12299,0,0,0
2023-02-04,7816,1,1,0
2023-02-05,3795,1,0,1
2023-02-06,7720,0,0,0
2023-02-07,14990,0,0,0
2023-02-08,12986,0,0,0
2023-02-09,13033,0,0,0
2023-02-10,12092,0,0,0
2023-02-11,7291,1,1,0
2023-02-12,3442,1,0,1
2023-02-13,7845,0,0,0
2023-02-14,13723,0,0,0
2023-02-15,12913,0,0,0
2023-02-16,10502,0,0,0
2023-02-17,10423,0,0,0
2023-02-18,7330,1,1,0
2023-02-19,3131,1,0,1
2023-02-20,7596,0,0,0
2023-02-21,14874,0,0,0
2023-02-22,13317,0,0,0
2023-02-23,10964,0,0,0
2023-02-24,10787,0,0,0
2023-02-25,7861,1,1,0
2023-02-26,3655,1,0,1
2023-02-27,9633,0,0,0
2023-02-28,13638,0,0,0
2023-03-01,14726,0,0,0
2023-03-02,13063,0,0,0
2023-03-03,12232,0,0,0
2023-03-04,8051,1,1,0
2023-03-05,3504,1,0,1
2023-03-06,10413,0,0,0
2023-03-07,14561,0,0,0
2023-03-08,12854,0,0,0
2023-03-09,14166,0,0,0
2023-03-10,10939,0,0,0
2023-03-11,8318,1,1,0
2023-03-12,3718,1,0,1
2023-03-13,8634,0,0,0
2023-03-14,13738,0,0,0
2023-03-15,14519,0,0,0
2023-03-16,12586,0,0,0
2023-03-17,11005,0,0,0
2023-03-18,7844,1,1,0
2023-03-19,5157,1,0,1
2023-03-20,9384,0,0,0
2023-03-21,15163,0,0,0
2023-03-22,13116,0,0,0
2023-03-23,12411,0,0,0
2023-03-24,12755,0,0,0
2023-03-25,8506,1,1,0
2023-03-26,4207,1,0,1
2023-03-27,10011,0,0,0
2023-03-28,15722,0,0,0
2023-03-29,15818,0,0,0
2023-03-30,14889,0,0,0
2023-03-31,10942,0,0,0
2023-04-01,11423,1,1,0
2023-04-02,4243,1,0,1
2023-04-03,10890,0,0,0
2023-04-04,16224,0,0,0
2023-04-05,15328,0,0,0
2023-04-06,13993,0,0,0
2023-04-07,7408,0,0,0
2023-04-08,1,1,1,0
2023-04-09,2,1,0,1
2023-04-10,8336,0,0,0
2023-04-11,13437,0,0,0
2023-04-12,16521,0,0,0
2023-04-13,15467,0,0,0
2023-04-14,14455,0,0,0
2023-04-15,9496,1,1,0
2023-04-16,4619,1,0,1
2023-04-17,9872,0,0,0
2023-04-18,15570,0,0,0
2023-04-19,14358,0,0,0
2023-04-20,13814,0,0,0
2023-04-21,11514,0,0,0
2023-04-22,7213,1,1,0
2023-04-23,3077,1,0,1
2023-04-24,9289,0,0,0
2023-04-25,13620,0,0,0
2023-04-26,16400,0,0,0
2023-04-27,15145,0,0,0
2023-04-28,13900,0,0,0
2023-04-29,10026,1,1,0
2023-04-30,4345,1,0,1
2023-05-01,5705,0,0,0
2023-05-02,12118,0,0,0
2023-05-03,16119,0,0,0
2023-05-04,15868,0,0,0
2023-05-05,15111,0,0,0
2023-05-06,12200,1,1,0
2023-05-07,4951,1,0,1
2023-05-08,11538,0,0,0
2023-05-09,16063,0,0,0
2023-05-10,16424,0,0,0
2023-05-11,14726,0,0,0
2023-05-12,13900,0,0,0
2023-05-13,8405,1,1,0
2023-05-14,5692,1,0,1
2023-05-15,10552,0,0,0
2023-05-16,16134,0,0,0
2023-05-17,15886,0,0,0
2023-05-18,8827,0,0,0
2023-05-19,9274,0,0,0
2023-05-20,11007,1,1,0
2023-05-21,3615,1,0,1
2023-05-22,13158,0,0,0
2023-05-23,15204,0,0,0
2023-05-24,16169,0,0,0
2023-05-25,15177,0,0,0
2023-05-26,14729,0,0,0
2023-05-27,11027,1,1,0
2023-05-28,4332,1,0,1
2023-05-29,10771,0,0,0
2023-05-30,16938,0,0,0
2023-05-31,16427,0,0,0
2023-06-01,16512,0,0,0
2023-06-02,15113,0,0,0
2023-06-03,8092,1,1,0
2023-06-04,6941,1,0,1
2023-06-05,10546,0,0,0
2023-06-06,11640,0,0,0
2023-06-07,8214,0,0,0
2023-06-08,18626,0,0,0
2023-06-09,16574,0,0,0
2023-06-10,36895,1,1,0
2023-06-11,4468,1,0,1
2023-06-12,11009,0,0,0
2023-06-13,16248,0,0,0
2023-06-14,15283,0,0,0
2023-06-15,15094,0,0,0
2023-06-16,14227,0,0,0
2023-06-17,10012,1,1,0
2023-06-18,3956,1,0,1
2023-06-19,10871,0,0,0
2023-06-20,16280,0,0,0
2023-06-21,17096,0,0,0
2023-06-22,14944,0,0,0
2023-06-23,1,0,0,0
2023-06-24,0,1,1,0
2023-06-25,8967,1,0,1
2023-06-26,12297,0,0,0
2023-06-27,16454,0,0,0
2023-06-28,16450,0,0,0
2023-06-29,14681,0,0,0
2023-06-30,13322,0,0,0
2023-07-01,9546,1,1,0
2023-07-02,3364,1,0,1
2023-07-03,9722,0,0,0
2023-07-04,15477,0,0,0
2023-07-05,14517,0,0,0
2023-07-06,12091,0,0,0
2023-07-07,11784,0,0,0
2023-07-08,9012,1,1,0
2023-07-09,2782,1,0,1
2023-07-10,7595,0,0,0
2023-07-11,13944,0,0,0
2023-07-12,12449,0,0,0
2023-07-13,11254,0,0,0
2023-07-14,8737,0,0,0
2023-07-15,7776,1,1,0
2023-07-16,0,1,0,1
2023-07-17,8525,0,0,0
2023-07-18,11591,0,0,0
2023-07-19,10556,0,0,0
2023-07-20,9451,0,0,0
2023-07-21,8796,0,0,0
2023-07-22,5925,1,1,0
2023-07-23,1,1,0,1
2023-07-24,6513,0,0,0
2023-07-25,10392,0,0,0
2023-07-26,12666,0,0,0
2023-07-27,11237,0,0,0
2023-07-28,11780,0,0,0
2023-07-29,8102,1,1,0
2023-07-30,9,1,0,1
2023-07-31,9944,0,0,0
2023-08-01,12414,0,0,0
2023-08-02,14611,0,0,0
2023-08-03,12132,0,0,0
2023-08-04,11824,0,0,0
2023-08-05,9121,1,1,0
2023-08-06,0,1,0,1
2023-08-07,11033,0,0,0
2023-08-08,13824,0,0,0
2023-08-09,14540,0,0,0
2023-08-10,13705,0,0,0
2023-08-11,12875,0,0,0
2023-08-12,9202,1,1,0
2023-08-13,3,1,0,1
2023-08-14,10856,0,0,0
2023-08-15,14905,0,0,0
2023-08-16,14146,0,0,0
2023-08-17,13783,0,0,0
2023-08-18,11886,0,0,0
2023-08-19,7740,1,1,0
2023-08-20,1,1,0,1
2023-08-21,11108,0,0,0
2023-08-22,16489,0,0,0
2023-08-23,15624,0,0,0
2023-08-24,14993,0,0,0
2023-08-25,12319,0,0,0
2023-08-26,10319,1,1,0
2023-08-27,3646,1,0,1
2023-08-28,10627,0,0,0
2023-08-29,17410,0,0,0
2023-08-30,15695,0,0,0
2023-08-31,15613,0,0,0
2023-09-01,14614,0,0,0
2023-09-02,10438,1,1,0
2023-09-03,4218,1,0,1
2023-09-04,10536,0,0,0
2023-09-05,17292,0,0,0
2023-09-06,15009,0,0,0
2023-09-07,14626,0,0,0
2023-09-08,12426,0,0,0
2023-09-09,7653,1,1,0
2023-09-10,4950,1,0,1
2023-09-11,10286,0,0,0
2023-09-12,16135,0,0,0
2023-09-13,14891,0,0,0
2023-09-14,12692,0,0,0
2023-09-15,13415,0,0,0
2023-09-16,8326,1,1,0
2023-09-17,2878,1,0,1
2023-09-18,8843,0,0,0
2023-09-19,16059,0,0,0
2023-09-20,14580,0,0,0
2023-09-21,12818,0,0,0
2023-09-22,12570,0,0,0
2023-09-23,7655,1,1,0
2023-09-24,4022,1,0,1
2023-09-25,9800,0,0,0
2023-09-26,17334,0,0,0
2023-09-27,17582,0,0,0
2023-09-28,16937,0,0,0
2023-09-29,16080,0,0,0
2023-09-30,10895,1,1,0
2023-10-01,3873,1,0,1
2023-10-02,10856,0,0,0
2023-10-03,18250,0,0,0
2023-10-04,16015,0,0,0
2023-10-05,14903,0,0,0
2023-10-06,13823,0,0,0
2023-10-07,9824,1,1,0
2023-10-08,3310,1,0,1
2023-10-09,11417,0,0,0
2023-10-10,17667,0,0,0
2023-10-11,15916,0,0,0
2023-10-12,14800,0,0,0
2023-10-13,13476,0,0,0
2023-10-14,9674,1,1,0
2023-10-15,3258,1,0,1
2023-10-16,9639,0,0,0
2023-10-17,16830,0,0,0
2023-10-18,14095,0,0,0
2023-10-19,15641,0,0,0
2023-10-20,13066,0,0,0
2023-10-21,8693,1,1,0
2023-10-22,4114,1,0,1
2023-10-23,9555,0,0,0
2023-10-24,15824,0,0,0
2023-10-25,14806,0,0,0
2023-10-26,15427,0,0,0
2023-10-27,15530,0,0,0
2023-10-28,10708,1,1,0
2023-10-29,3744,1,0,1
2023-10-30,10261,0,0,0
2023-10-31,15409,0,0,0
2023-11-01,16618,0,0,0
2023-11-02,14858,0,0,0
2023-11-03,13989,0,0,0
2023-11-04,9974,1,1,0
2023-11-05,3609,1,0,1
2023-11-06,9665,0,0,0
2023-11-07,16832,0,0,0
2023-11-08,15758,0,0,0
2023-11-09,14732,0,0,0
2023-11-10,15006,0,0,0
2023-11-11,9630,1,1,0
2023-11-12,3872,1,0,1
2023-11-13,11374,0,0,0
2023-11-14,16867,0,0,0
2023-11-15,16517,0,0,0
2023-11-16,15516,0,0,0
2023-11-17,14530,0,0,0
2023-11-18,11362,1,1,0
2023-11-19,3908,1,0,1
2023-11-20,13577,0,0,0
2023-11-21,20289,0,0,0
2023-11-22,20373,0,0,0
2023-11-23,19720,0,0,0
2023-11-24,20143,0,0,0
2023-11-25,19371,1,1,0
2023-11-26,14948,1,0,1
2023-11-27,18872,0,0,0
2023-11-28,20412,0,0,0
2023-11-29,22601,0,0,0
2023-11-30,22434,0,0,0
2023-12-01,20681,0,0,0
2023-12-02,20232,1,1,0
2023-12-03,14419,1,0,1
2023-12-04,15645,0,0,0
2023-12-05,19887,0,0,0
2023-12-06,19714,0,0,0
2023-12-07,20565,0,0,0
2023-12-08,18478,0,0,0
2023-12-09,17324,1,1,0
2023-12-10,9000,1,0,1
2023-12-11,12781,0,0,0
2023-12-12,18323,0,0,0
2023-12-13,19585,0,0,0
2023-12-14,17394,0,0,0
2023-12-15,20189,0,0,0
2023-12-16,16553,1,1,0
2023-12-17,8485,1,0,1
2023-12-18,13090,0,0,0
2023-12-19,20720,0,0,0
2023-12-20,20971,0,0,0
2023-12-21,19110,0,0,0
2023-12-22,15775,0,0,0
2023-12-23,9518,1,1,0
2023-12-24,1,1,0,1
2023-12-25,1,0,0,0
2023-12-26,2,0,0,0
2023-12-27,12356,0,0,0
2023-12-28,19470,0,0,0
2023-12-29,21305,0,0,0
2023-12-30,16471,1,1,0
2023-12-31,3,1,0,1
2024-01-01,0,0,0,0
2024-01-02,10338,0,0,0
2024-01-03,19574,0,0,0
2024-01-04,16499,0,0,0
2024-01-05,17721,0,0,0
2024-01-06,13995,1,1,0
2024-01-07,4605,1,0,1
2024-01-08,9481,0,0,0
2024-01-09,18596,0,0,0
2024-01-10,17146,0,0,0
2024-01-11,16500,0,0,0
2024-01-12,14497,0,0,0
2024-01-13,10717,1,1,0
2024-01-14,3908,1,0,1
2024-01-15,8828,0,0,0
2024-01-16,18090,0,0,0
2024-01-17,15069,0,0,0
2024-01-18,13276,0,0,0
2024-01-19,13024,0,0,0
2024-01-20,8971,1,1,0
2024-01-21,2990,1,0,1
2024-01-22,8655,0,0,0
2024-01-23,16532,0,0,0
2024-01-24,16183,0,0,0
2024-01-25,13762,0,0,0
2024-01-26,15471,0,0,0
2024-01-27,10776,1,1,0
2024-01-28,4084,1,0,1
2024-01-29,10970,0,0,0
2024-01-30,18747,0,0,0
2024-01-31,17864,0,0,0
2024-02-01,16162,0,0,0
2024-02-02,14277,0,0,0
2024-02-03,10921,1,1,0
2024-02-04,4002,1,0,1
2024-02-05,11431,0,0,0
2024-02-06,17139,0,0,0
2024-02-07,16536,0,0,0
2024-02-08,15096,0,0,0
2024-02-09,15423,0,0,0
2024-02-10,10904,1,1,0
2024-02-11,4151,1,0,1
2024-02-12,11092,0,0,0
2024-02-13,15716,0,0,0
2024-02-14,17956,0,0,0
2024-02-15,15512,0,0,0
2024-02-16,13823,0,0,0
2024-02-17,9519,1,1,0
2024-02-18,3690,1,0,1
2024-02-19,11762,0,0,0
2024-02-20,17904,0,0,0
2024-02-21,16456,0,0,0
2024-02-22,14641,0,0,0
2024-02-23,14368,0,0,0
2024-02-24,10553,1,1,0
2024-02-25,2892,1,0,1
2024-02-26,10218,0,0,0
2024-02-27,20529,0,0,0
2024-02-28,18080,0,0,0
2024-02-29,17409,0,0,0
2024-03-01,16107,0,0,0
2024-03-02,12008,1,1,0
2024-03-03,3789,1,0,1
2024-03-04,13432,0,0,0
2024-03-05,38136,0,0,0
2024-03-06,17893,0,0,0
2024-03-07,16935,0,0,0
2024-03-08,16457,0,0,0
2024-03-09,11809,1,1,0
2024-03-10,3522,1,0,1
2024-03-11,12646,0,0,0
2024-03-12,19626,0,0,0
2024-03-13,18898,0,0,0
2024-03-14,16554,0,0,0
2024-03-15,16968,0,0,0
2024-03-16,10123,1,1,0
2024-03-17,5728,1,0,1
2024-03-18,12714,0,0,0
2024-03-19,19182,0,0,0
2024-03-20,18779,0,0,0
2024-03-21,17659,0,0,0
2024-03-22,16635,0,0,0
2024-03-23,9745,1,1,0
2024-03-24,5949,1,0,1
2024-03-25,12645,0,0,0
2024-03-26,22229,0,0,0
2024-03-27,21058,0,0,0
2024-03-28,20200,0,0,0
2024-03-29,15166,0,0,0
2024-03-30,5,1,1,0
2024-03-31,1,1,0,1
2024-04-01,0,0,0,0
2024-04-02,15690,0,0,0
2024-04-03,15461,0,0,0
2024-04-04,26994,0,0,0
2024-04-05,22153,0,0,0
2024-04-06,13577,1,1,0
2024-04-07,7661,1,0,1
2024-04-08,15764,0,0,0
2024-04-09,21147,0,0,0
2024-04-10,19456,0,0,0
2024-04-11,18697,0,0,0
2024-04-12,18821,0,0,0
2024-04-13,12198,1,1,0
2024-04-14,7589,1,0,1
2024-04-15,12820,0,0,0
2024-04-16,20174,0,0,0
2024-04-17,21698,0,0,0
2024-04-18,19214,0,0,0
2024-04-19,17097,0,0,0
2024-04-20,10205,1,1,0
2024-04-21,5111,1,0,1
2024-04-22,12518,0,0,0
2024-04-23,20318,0,0,0
2024-04-24,20321,0,0,0
2024-04-25,17033,0,0,0
2024-04-26,18217,0,0,0
2024-04-27,11869,1,1,0
2024-04-28,6367,1,0,1
2024-04-29,14277,0,0,0
2024-04-30,22119,0,0,0
2024-05-01,4,0,0,0
2024-05-02,25669,0,0,0
2024-05-03,23695,0,0,0
2024-05-04,14380,1,1,0
2024-05-05,8463,1,0,1
2024-05-06,15709,0,0,0
2024-05-07,20824,0,0,0
2024-05-08,23083,0,0,0
2024-05-09,1,0,0,0
2024-05-10,23534,0,0,0
2024-05-11,13869,1,1,0
2024-05-12,10229,1,0,1
2024-05-13,18441,0,0,0
2024-05-14,22105,0,0,0
2024-05-15,22364,0,0,0
2024-05-16,19358,0,0,0
2024-05-17,18951,0,0,0
2024-05-18,11229,1,1,0
2024-05-19,5348,1,0,1
2024-05-20,14075,0,0,0
2024-05-21,22275,0,0,0
2024-05-22,21980,0,0,0
2024-05-23,19872,0,0,0
